BARGE,SEQ,PLANNED_IN_DT,PLANNED_OUT_DT,EXTERNALCODE,CODE,PORT_FROM,IE,SCOPEINLOCATION,SCOPEOUTLOCATION
VIC,38421,2026-02-10 17:00:00+00:00,2026-02-11 08:00:00+00:00,38421.0,VIC2719,VEGHE,E,HEINENOORDTUNNEL,HEINENOORDTUNNEL
VIC,38421,2026-02-10 17:00:00+00:00,2026-02-11 08:00:00+00:00,38421.0,VIC2720,ROTTE,I,HEINENOORDTUNNEL,HEINENOORDTUNNEL
VIC,38520,2026-02-12 15:30:00+00:00,2026-02-13 13:00:00+00:00,38520.0,VIC2721,VEGHE,E,HEINENOORDTUNNEL,HEINENOORDTUNNEL
VIC,38520,2026-02-12 15:30:00+00:00,2026-02-13 13:00:00+00:00,38520.0,VIC2722,ROTTE,I,HEINENOORDTUNNEL,HEINENOORDTUNNEL
VIC,38542,2026-02-15 15:00:00+00:00,2026-02-16 08:00:00+00:00,38542.0,VIC2723,VEGHE,E,HEINENOORDTUNNEL,HEINENOORDTUNNEL
VIC,38542,2026-02-15 15:00:00+00:00,2026-02-16 08:00:00+00:00,38542.0,VIC2724,ROTTE,I,HEINENOORDTUNNEL,HEINENOORDTUNNEL
VIC,38643,2026-02-17 15:30:00+00:00,2026-02-18 08:00:00+00:00,38643.0,VIC2725,VEGHE,E,HEINENOORDTUNNEL,HEINENOORDTUNNEL
VIC,38643,2026-02-17 15:30:00+00:00,2026-02-18 08:00:00+00:00,38643.0,VIC2726,ROTTE,I,HEINENOORDTUNNEL,HEINENOORDTUNNEL
VIC,38761,2026-02-19 15:00:00+00:00,2026-02-20 12:00:00+00:00,38761.0,VIC2727,VEGHE,E,HEINENOORDTUNNEL,HEINENOORDTUNNEL
VIC,38761,2026-02-19 15:00:00+00:00,2026-02-20 12:00:00+00:00,38761.0,VIC2728,ROTTE,I,HEINENOORDTUNNEL,HEINENOORDTUNNEL
VIC,38801,2026-02-22 15:00:00+00:00,2026-02-23 08:00:00+00:00,38801.0,VIC2729,VEGHE,E,HEINENOORDTUNNEL,HEINENOORDTUNNEL
VIC,38801,2026-02-22 15:00:00+00:00,2026-02-23 08:00:00+00:00,38801.0,VIC2730,ROTTE,I,HEINENOORDTUNNEL,HEINENOORDTUNNEL
VIC,38941,2026-02-24 17:00:00+00:00,2026-02-25 10:00:00+00:00,38941.0,VIC2731,VEGHE,E,HEINENOORDTUNNEL,HEINENOORDTUNNEL
VIC,38941,2026-02-24 17:00:00+00:00,2026-02-25 10:00:00+00:00,38941.0,VIC2732,ROTTE,I,HEINENOORDTUNNEL,HEINENOORDTUNNEL
